time,G_grid,W_grid,P_grid,R_grid,G_solar,W_solar,P_solar,R_solar,D_dc,D_grid,ESD,GPU_power,operations,job_completion,total_job_completion,minimum_cost
104,38.73400000000001,0.0,38.73400000000001,0.0,211.266,0.0,211.266,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,747.93
105,0.0,211.91899999999998,0.0,0.0,461.919,211.91899999999998,250.0,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,747.93
106,0.0,419.04499999999996,0.0,0.0,669.045,419.04499999999996,250.0,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,747.93
107,0.0,513.252,0.0,0.0,763.252,513.252,250.0,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,747.93
108,0.0,212.17499999999995,0.0,0.0,712.175,212.17499999999995,250.0,250.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,747.93
109,0.0,261.89099999999996,0.0,0.0,538.016,261.89099999999996,250.0,26.125,0.0,0.0,223.875,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,747.93
110,0.0,39.24656250000001,0.0,0.0,293.096,39.24656250000001,250.0,3.8494374999999934,0.0,0.0,246.1505625,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,747.93
111,0.0,0.0,0.0,0.0,55.485,0.0,55.485,0.0,216.12777777777777,0.0,248.36698096875,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,747.93
112,221.12979354248438,0.0,221.12979354248438,0.0,0.0,0.0,0.0,0.0,32.078007175017355,0.0,32.078007175017355,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,747.93
113,250.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,747.93
114,250.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,747.93
115,250.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,747.93
116,250.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,747.93
117,250.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,747.93
118,250.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,747.93
119,250.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,747.93
120,250.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,747.93
121,250.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,747.93
122,250.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,747.93
123,250.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,747.93
124,250.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,747.93
125,250.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,747.93
