time,G_grid,W_grid,P_grid,R_grid,G_solar,W_solar,P_solar,R_solar,D_dc,D_grid,ESD,GPU_power,operations,job_completion,total_job_completion,minimum_cost
117,250.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,589.27
118,250.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,589.27
119,250.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,589.27
120,250.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,589.27
121,250.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,589.27
122,250.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,589.27
123,250.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,589.27
124,250.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,589.27
125,500.0,0.0,250.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,589.27
126,276.125,0.0,250.0,26.125,0.0,0.0,0.0,0.0,0.0,0.0,223.875,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,589.27
127,28.46449374999999,0.0,28.46449374999999,0.0,0.0,0.0,0.0,0.0,246.1505625,0.0,246.1505625,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,589.27
128,34.79900000000001,0.0,34.79900000000001,0.0,215.201,0.0,215.201,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,589.27
129,0.0,253.584,0.0,0.0,503.584,253.584,250.0,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,589.27
130,0.0,540.216,0.0,0.0,790.216,540.216,250.0,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,589.27
131,0.0,673.281,0.0,0.0,923.281,673.281,250.0,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,589.27
132,0.0,366.24300000000005,0.0,0.0,866.243,366.24300000000005,250.0,250.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,589.27
133,0.0,364.05999999999995,0.0,0.0,640.185,364.05999999999995,250.0,26.125,0.0,0.0,223.875,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,589.27
134,0.0,69.52756250000002,0.0,0.0,323.377,69.52756250000002,250.0,3.8494374999999934,0.0,0.0,246.1505625,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,589.27
135,0.0,0.0,0.0,0.0,65.209,0.0,65.209,0.0,205.32333333333332,0.0,248.36698096875,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,589.27
136,211.4544135424844,0.0,211.4544135424844,0.0,0.0,0.0,0.0,0.0,42.82842939723958,0.0,42.82842939723958,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,589.27
137,250.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,589.27
138,250.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,589.27
