time,G_grid,W_grid,P_grid,R_grid,G_solar,W_solar,P_solar,R_solar,D_dc,D_grid,GPU_power,operations,job_completion,total_job_completion,minimum_cost
43,250.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,485.27
44,250.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,485.27
45,250.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,485.27
46,250.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,485.27
47,250.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,485.27
48,250.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,485.27
49,250.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,485.27
50,250.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,485.27
51,250.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,485.27
52,250.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,485.27
53,500.0,0.0,250.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,485.27
54,276.125,0.0,250.0,26.125,0.0,0.0,0.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,485.27
55,28.46449374999999,0.0,28.46449374999999,0.0,0.0,0.0,0.0,0.0,246.1505625,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,485.27
56,52.97300000000001,0.0,52.97300000000001,0.0,197.027,0.0,197.027,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,485.27
57,0.0,215.65800000000002,0.0,0.0,465.658,215.65800000000002,250.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,485.27
58,0.0,474.39300000000003,0.0,0.0,724.393,474.39300000000003,250.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,485.27
59,0.0,590.61,0.0,0.0,840.61,590.61,250.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,485.27
60,0.0,535.156,0.0,0.0,785.156,535.156,250.0,0.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,485.27
61,0.0,77.75699999999995,0.0,0.0,577.757,77.75699999999995,250.0,250.0,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,485.27
62,0.0,11.074999999999989,0.0,0.0,287.2,11.074999999999989,250.0,26.125,0.0,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,485.27
63,0.0,0.0,0.0,0.0,54.188,0.0,54.188,0.0,217.5688888888889,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,485.27
64,224.40511128125002,0.0,224.40511128125002,0.0,0.0,0.0,0.0,0.0,28.438765243055528,0.0,250.0,['Process 6 is executed'],0.045454545454545456,100.00%,485.27
