time,G_grid,W_grid,P_grid,R_grid,G_solar,W_solar,P_solar,R_solar,D_dc,D_grid,GPU_power,operations,job_completion,total_job_completion,minimum_cost
4,210.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,['Process 11 is executed'],0.07200000000000001,100.00%,$0.98
5,490.0,0.0,240.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,['Process 14 is executed'],0.07299999999999973,100.00%,$0.98
6,236.125,0.0,210.0,26.125,0.0,0.0,0.0,0.0,0.0,0.0,210.0,['Process 11 is executed'],0.07200000000000001,100.00%,$0.98
7,213.8494375,0.0,210.0,3.8494374999999934,0.0,0.0,0.0,0.0,0.0,0.0,210.0,['Process 11 is executed'],0.07200000000000001,100.00%,$0.98
8,0.0,0.0,0.0,0.0,1.055,0.0,1.055,0.0,209.9388888888889,0.0,190.0,['Process 9 is executed'],0.07100000000000001,100.00%,$0.98
9,153.46564354248437,0.0,153.46564354248437,0.0,2.122,0.0,2.122,0.0,38.235951619461794,0.0,190.0,['Process 9 is executed'],0.07100000000000001,100.00%,$0.98
10,176.51600000000002,0.0,176.51600000000002,0.0,13.484,0.0,13.484,0.0,0.0,0.0,190.0,['Process 9 is executed'],0.07100000000000001,100.00%,$0.98
11,120.382,0.0,120.382,0.0,69.618,0.0,69.618,0.0,0.0,0.0,190.0,['Process 9 is executed'],0.07100000000000001,100.00%,$0.98
12,167.62099999999998,0.0,167.62099999999998,0.0,22.379,0.0,22.379,0.0,0.0,0.0,190.0,['Process 9 is executed'],0.07100000000000001,100.00%,$0.98
13,161.405,0.0,161.405,0.0,28.595,0.0,28.595,0.0,0.0,0.0,190.0,['Process 9 is executed'],0.07100000000000001,100.00%,$0.98
14,185.826,0.0,185.826,0.0,4.174,0.0,4.174,0.0,0.0,0.0,190.0,['Process 9 is executed'],0.07100000000000001,100.00%,$0.98
15,183.091,0.0,183.091,0.0,6.909,0.0,6.909,0.0,0.0,0.0,190.0,['Process 9 is executed'],0.07100000000000001,100.00%,$0.98
16,190.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,['Process 9 is executed'],0.07100000000000001,100.00%,$0.98
17,210.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,['Process 11 is executed'],0.07200000000000001,100.00%,$0.98
